Journal,Title,Cantidad
Journal of Computer Science,An Investigation of Undergraduates’ Computational Thinking in a Sophomore-Level Biomedical Engineering Course,1
Journal of Computer Science,An educational transmedia storytelling proposal to teach computational thinking for children,1
Journal of Computer Science,"An instructional framework, model lessons, and professional learning program for science standards-aligned computing in 4th-12th grade classrooms",1
Journal of Computer Science,An operationalized model for defining computational thinking,1
Journal of Computer Science,Analysis of financial contagion among economic sectors through Dynamic Bayesian Networks,1
Journal of Computer Science,Analysis on the incorporation of technologies with a pedagogical perspective,1
Journal of Computer Science,Animal Frontierssignificance,1
Journal of Computer Science,Another Extensible Requirements Elicitation and Analysis Method,1
Journal of Computer Science,Applications of Machine Learning to Form-giving in Industrial Design,1
Journal of Computer Science,Arbitration Internationalsignificance,1
Journal of Computer Science,Artistic Activity Through Computational Thinking,1
Journal of Computer Science,Assessment of Computational Thinking in regular basic education: case I.E.T.P. “José Obrero”,1
Journal of Computer Science,Astronomy & Geophysicssignificance,1
Journal of Computer Science,Attributes of higher- and lower-performing hospitals in the Consult for Addiction Treatment and Care in Hospitals (CATCH) program implementation: A multiple-case study,1
Journal of Computer Science,Automating the Detection of Personally Identifiable Information (PII) in Japanese-American WWII Incarceration Camp Records,1
Journal of Computer Science,BJA Educationsignificance,1
Journal of Computer Science,Biological Journal of the Linnean Societysignificance,1
Journal of Computer Science,Biostatisticssignificance,1
Journal of Computer Science,Boardgames and Computational Thinking: how to identify games with potential to support CT in the classroom,1
Journal of Computer Science,British Medical Bulletinsignificance,1
Journal of Computer Science,Broadening the Audience for Computational Thinking:Graduate Student Consortium,1
Journal of Computer Science,COMPUTATIONAL THINKING,1
Journal of Computer Science,CS for ALL: Introducing Computational Thinking with Hands-On Experience in College,1
Journal of Computer Science,Cambridge Journal of Economicssignificance,1
Journal of Computer Science,Carcinogenesissignificance,1
Journal of Computer Science,Cartoon Extraction Mechanism via UML Model Based on Natural Language Requirement Specs,1
Journal of Computer Science,"Cartoonimator: A Low-cost, Paper-based Animation Kit for Computational Thinking",1
Journal of Computer Science,Clinical Infectious Diseasessignificance,1
Journal of Computer Science,Communication Theorysignificance,1
Journal of Computer Science,"Communication, Culture and Critiquesignificance",1
Journal of Computer Science,Comparative study of engineering problem-solving models,1
Journal of Computer Science,Computational Creativity,1
Journal of Computer Science,Computational Creativity Exercises: An Avenue for Promoting Learning in Computer Science,1
Journal of Computer Science,Computational Musicology: An Artificial Life Approach,1
Journal of Computer Science,Computational Thinking Integration Design Principles in Humanities,1
Journal of Computer Science,Computational Thinking Resources Inspired by Bebras,1
Journal of Computer Science,Computational Thinking Skills for Today and Tomorrow’s Talent,1
Journal of Computer Science,Computational Thinking and Block-Based Programming for Beginning Engineering Students: Systematic Review of the Literature,1
Journal of Computer Science,Computational Thinking and Coding Subject in Primary Schools: Methodological Approach Based on Alternative Cooperative and Individual Learning Cycles,1
Journal of Computer Science,Computational Thinking and User Interfaces: A Systematic Review,1
Journal of Computer Science,Computational Thinking as a Liberal Study,1
Journal of Computer Science,Computational Thinking for Self-Regulated Learning,1
Journal of Computer Science,Computational Thinking in Archival Science Research and Education,1
Journal of Computer Science,Computational Thinking in Greek Educational System for K-12: towards the future teaching approach,1
Journal of Computer Science,Computational Thinking through Design Patterns in Video Games,1
Journal of Computer Science,"Computational thinking beyond STEM: an introduction to ""moral machines"" and programming decision making in ethics classroom",1
Journal of Computer Science,Computational thinking in a game design course,1
Journal of Computer Science,Computational thinking in educational activities: an evaluation of the educational game light-bot,1
Journal of Computer Science,Computational thinking skills in dutch secondary education: exploring pedagogical content knowledge,1
Journal of Computer Science,Computational thinking: what it might mean and what we might do about it,1
Journal of Computer Science,Considerations and Technical Pitfalls for Teaching Computational Thinking with BBC micro:bit,1
Journal of Computer Science,Constructing a Computational Thinking Evaluation Framework for Pupils,1
Journal of Computer Science,Construction of virtual-actual fusion experiment platform: Exploration of University Computer reform in local college,1
Journal of Computer Science,Critical Systems Thinking,1
Journal of Computer Science,Cultural appropriation of computational thinking acquisition research: seeding fields of diversity,1
Journal of Computer Science,Current Legal Problemssignificance,1
Journal of Computer Science,DISSECT: An experiment in infusing computational thinking in K-12 science curricula,1
Journal of Computer Science,Data science tools in the analysis of developing inquiry skills and computational thinking within the “IT Academy” Project,1
Journal of Computer Science,Deep learning and deep thinking: New application framework by CICT,1
Journal of Computer Science,Design and Effectiveness Analysis of Interactive Strategies for Teaching Graphical Programming Oriented to Cultivate Computational Thinking,1
Journal of Computer Science,Designing a Middle School Science Curriculum that Integrates Computational Thinking and Sensor Technology,1
Journal of Computer Science,Developing Computational Thinking through Project-Based Airplane Design Activities,1
Journal of Computer Science,Development and Validation of the Engineering Computational Thinking Diagnostic for Undergraduate Students,1
Journal of Computer Science,Development of Computational Story for Teaching Algorithm and Programming,1
Journal of Computer Science,Development of Network Applications and Services Through Project-Based Learning to Meet 21st Century Skills,1
Journal of Computer Science,Digital ink for cognitive assessment of computational thinking,1
Journal of Computer Science,Discovering children's competences in coding through the analysis of Scratch projects,1
